pos,neg,neu,score,original_idx
0.06518891453742981,0.013885908760130405,0.9209251999855042,0.051303005777299404,0
0.056883834302425385,0.14708341658115387,0.7960327863693237,-0.09019958227872849,1
0.06528642028570175,0.022252827882766724,0.9124608039855957,0.04303359240293503,2
0.11577625572681427,0.8111315965652466,0.07309214025735855,-0.6953553408384323,3
0.13887763023376465,0.13630148768424988,0.7248209118843079,0.0025761425495147705,4
0.023801174014806747,0.041890885680913925,0.9343079328536987,-0.018089711666107178,5
0.031140396371483803,0.05480142682790756,0.9140581488609314,-0.02366103045642376,6
0.9095959067344666,0.02813580073416233,0.062268294394016266,0.8814601060003042,7
0.4703827202320099,0.03236507996916771,0.4972522556781769,0.4380176402628422,8
0.7906343936920166,0.024193571880459785,0.18517200648784637,0.7664408218115568,9
0.9002273082733154,0.008850188925862312,0.09092248231172562,0.8913771193474531,10
0.04322417825460434,0.03978748247027397,0.9169883728027344,0.003436695784330368,11
0.05782506242394447,0.9054691791534424,0.036705758422613144,-0.8476441167294979,12
0.018947748467326164,0.7106361389160156,0.2704160809516907,-0.6916883904486895,13
0.024674363434314728,0.5438504219055176,0.4314752519130707,-0.5191760584712029,14
0.06151042506098747,0.01395649928599596,0.9245331287384033,0.04755392577499151,15
0.04817328602075577,0.47165217995643616,0.48017454147338867,-0.4234788939356804,16
0.0700279176235199,0.015923460945487022,0.9140486121177673,0.054104456678032875,17
0.10005980730056763,0.012897873297333717,0.8870422840118408,0.08716193400323391,18
0.940096378326416,0.02460525557398796,0.03529837355017662,0.915491122752428,19
0.2092718482017517,0.736906111240387,0.05382205545902252,-0.5276342630386353,20
0.2255793809890747,0.03365698456764221,0.7407636046409607,0.1919223964214325,21
0.01848744787275791,0.9171745777130127,0.06433799862861633,-0.8986871298402548,22
0.044106584042310715,0.015546831302344799,0.9403465986251831,0.028559752739965916,23
0.5102311372756958,0.009721864946186543,0.48004698753356934,0.5005092723295093,24
0.09763025492429733,0.13357612490653992,0.7687936425209045,-0.035945869982242584,25
0.18108588457107544,0.7672020792961121,0.0517120361328125,-0.5861161947250366,26
0.008858437649905682,0.9527056217193604,0.0384359247982502,-0.9438471840694547,27
0.07005114108324051,0.016324909403920174,0.9136239290237427,0.053726231679320335,28
0.016187718138098717,0.7959937453269958,0.18781854212284088,-0.7798060271888971,29
0.016608014702796936,0.6907151341438293,0.2926769256591797,-0.6741071194410324,30
0.029777780175209045,0.9253025650978088,0.044919658452272415,-0.8955247849225998,31
0.0673975721001625,0.07132049649953842,0.8612819314002991,-0.0039229243993759155,32
0.018756654113531113,0.8922913074493408,0.08895206451416016,-0.8735346533358097,33
0.6249171495437622,0.009625483304262161,0.36545732617378235,0.6152916662395,34
0.01846945844590664,0.847757875919342,0.13377267122268677,-0.8292884174734354,35
0.010242362506687641,0.9446943402290344,0.045063287019729614,-0.9344519777223468,36
0.8915987014770508,0.010535086505115032,0.0978662371635437,0.8810636149719357,37
0.6643639802932739,0.01901564747095108,0.3166203200817108,0.6453483328223228,38
0.42654934525489807,0.03178917616605759,0.5416614413261414,0.3947601690888405,39
0.708599865436554,0.011506553739309311,0.27989354729652405,0.6970933116972446,40
0.22527918219566345,0.7063428163528442,0.06837796419858932,-0.4810636341571808,41
0.6235253214836121,0.013707912527024746,0.36276674270629883,0.6098174089565873,42
0.057834871113300323,0.08165458589792252,0.860510528087616,-0.023819714784622192,43
0.10821596533060074,0.013494602404534817,0.8782894015312195,0.09472136292606592,44
0.04265567660331726,0.06704464554786682,0.8902996182441711,-0.02438896894454956,45
0.1469820886850357,0.023576367646455765,0.829441487789154,0.12340572103857994,46
0.056644655764102936,0.01532124076038599,0.9280341267585754,0.041323415003716946,47
0.7026556134223938,0.011476561427116394,0.285867840051651,0.6911790519952774,48
0.7831007242202759,0.0750967487692833,0.14180247485637665,0.7080039754509926,49
0.011602843180298805,0.920604407787323,0.06779276579618454,-0.9090015646070242,50
0.016143422573804855,0.9568611979484558,0.026995327323675156,-0.940717775374651,51
0.03436019644141197,0.3771917223930359,0.5884480476379395,-0.3428315259516239,52
0.06228936091065407,0.6777825355529785,0.2599281668663025,-0.6154931746423244,53
0.15298204123973846,0.009235437959432602,0.8377825021743774,0.14374660328030586,54
0.013618994504213333,0.7953493595123291,0.1910315454006195,-0.7817303650081158,55
0.03183814510703087,0.10450056195259094,0.8636613488197327,-0.07266241684556007,56
0.03452233225107193,0.7243377566337585,0.24113981425762177,-0.6898154243826866,57
0.05689447000622749,0.024961931630969048,0.918143630027771,0.031932538375258446,58
0.06362879276275635,0.010770861990749836,0.9256004095077515,0.05285793077200651,59
0.04219105839729309,0.0311749130487442,0.9266339540481567,0.01101614534854889,60
0.07867055386304855,0.014730622060596943,0.9065988063812256,0.06393993180245161,61
0.07195651531219482,0.8443163633346558,0.08372709900140762,-0.7723598480224609,62
0.027973711490631104,0.7822313904762268,0.18979482352733612,-0.7542576789855957,63
0.6495010852813721,0.132962167263031,0.2175367772579193,0.5165389180183411,64
0.9358385801315308,0.03174584358930588,0.03241562470793724,0.9040927365422249,65
0.081942617893219,0.42266595363616943,0.49539145827293396,-0.34072333574295044,66
0.09664267301559448,0.03871617838740349,0.8646411299705505,0.057926494628190994,67
0.02226119115948677,0.7817701101303101,0.19596870243549347,-0.7595089189708233,68
0.028093932196497917,0.773419201374054,0.19848684966564178,-0.745325269177556,69
0.8985883593559265,0.0234886072576046,0.07792297005653381,0.8750997520983219,70
0.9522603154182434,0.018728969618678093,0.029010754078626633,0.9335313457995653,71
0.5389114618301392,0.16214799880981445,0.2989405691623688,0.3767634630203247,72
0.058076027780771255,0.019174400717020035,0.9227495193481445,0.03890162706375122,73
0.5826343297958374,0.029776208102703094,0.3875894248485565,0.5528581216931343,74
0.052828144282102585,0.7180836200714111,0.22908823192119598,-0.6652554757893085,75
0.05640336498618126,0.01404209341853857,0.9295545816421509,0.04236127156764269,76
0.07219783961772919,0.04699498414993286,0.880807101726532,0.025202855467796326,77
0.06982701271772385,0.9052088856697083,0.02496405690908432,-0.8353818729519844,78
0.19500653445720673,0.029601871967315674,0.7753915786743164,0.16540466248989105,79
0.049986377358436584,0.024516483768820763,0.9254971146583557,0.025469893589615822,80
0.03222479671239853,0.020076878368854523,0.9476983547210693,0.012147918343544006,81
0.5786380767822266,0.37044334411621094,0.05091862380504608,0.20819473266601562,82
0.08697084337472916,0.08165134489536285,0.8313778042793274,0.0053194984793663025,83
0.18201832473278046,0.019140616059303284,0.798841118812561,0.16287770867347717,84
0.05902286618947983,0.017876051366329193,0.9231010675430298,0.041146814823150635,85
0.795685350894928,0.03347015380859375,0.17084448039531708,0.7622151970863342,86
0.887766420841217,0.03874201700091362,0.07349156588315964,0.8490244038403034,87
0.04480910673737526,0.024907417595386505,0.9302834868431091,0.019901689141988754,88
0.02701784111559391,0.030682897195219994,0.9422992467880249,-0.0036650560796260834,89
0.03753424435853958,0.04604102671146393,0.9164246916770935,-0.008506782352924347,90
0.8965754508972168,0.028989866375923157,0.07443476468324661,0.8675855845212936,91
0.033723749220371246,0.047162014991045,0.9191142916679382,-0.013438265770673752,92
0.081216961145401,0.6767144799232483,0.24206861853599548,-0.5954975187778473,93
0.14638876914978027,0.010478120297193527,0.8431331515312195,0.13591064885258675,94
0.04612627252936363,0.013217542320489883,0.9406561851501465,0.03290873020887375,95
0.03097599558532238,0.05848206207156181,0.9105419516563416,-0.027506066486239433,96
0.03035382740199566,0.2682023048400879,0.7014438509941101,-0.23784847743809223,97
0.03524693846702576,0.028513802215456963,0.9362392425537109,0.006733136251568794,98
0.3110848367214203,0.021410245448350906,0.6675049662590027,0.2896745912730694,99
0.16140912473201752,0.025621773675084114,0.8129690885543823,0.1357873510569334,100
0.04974476620554924,0.021757306531071663,0.9284979104995728,0.027987459674477577,101
0.020218435674905777,0.8759803175926208,0.10380123555660248,-0.8557618819177151,102
0.11520208418369293,0.017393795773386955,0.8674041032791138,0.09780828841030598,103
0.053368858993053436,0.014199395664036274,0.932431697845459,0.03916946332901716,104
0.03310718759894371,0.02046271413564682,0.9464300274848938,0.01264447346329689,105
0.06269492954015732,0.011566534638404846,0.9257385730743408,0.05112839490175247,106
0.011884992010891438,0.9706055521965027,0.01750938780605793,-0.9587205601856112,107
0.020050615072250366,0.09259478002786636,0.8873545527458191,-0.072544164955616,108
0.03491230681538582,0.9308286309242249,0.03425903245806694,-0.895916324108839,109
0.6089892983436584,0.009517943486571312,0.38149282336235046,0.5994713548570871,110
0.07897491753101349,0.02598988637328148,0.8950351476669312,0.05298503115773201,111
0.40691637992858887,0.014474496245384216,0.5786091089248657,0.39244188368320465,112
0.3063313066959381,0.6193098425865173,0.07435891032218933,-0.3129785358905792,113
0.132478728890419,0.015211169607937336,0.852310061454773,0.11726755928248167,114
0.20353266596794128,0.7022877931594849,0.09417954832315445,-0.4987551271915436,115
0.016518598422408104,0.2520765960216522,0.7314048409461975,-0.23555799759924412,116
0.1290942281484604,0.5020553469657898,0.36885038018226624,-0.3729611188173294,117
0.05596044659614563,0.26146289706230164,0.6825766563415527,-0.205502450466156,118
0.7706383466720581,0.14057627320289612,0.0887853354215622,0.630062073469162,119
0.07013339549303055,0.015575502067804337,0.9142910838127136,0.05455789342522621,120
0.011431568302214146,0.9377633333206177,0.05080512538552284,-0.9263317650184035,121
0.048094093799591064,0.01533623319119215,0.9365696310997009,0.032757860608398914,122
0.5070326328277588,0.023855308070778847,0.4691120982170105,0.48317732475697994,123
0.09676408022642136,0.01384110376238823,0.8893947601318359,0.08292297646403313,124
0.41846373677253723,0.19570618867874146,0.3858300447463989,0.22275754809379578,125
0.19317692518234253,0.02007613144814968,0.7867469191551208,0.17310079373419285,126
0.025097809731960297,0.11778127402067184,0.857120931148529,-0.09268346428871155,127
0.3854144811630249,0.012724869884550571,0.6018607020378113,0.37268961127847433,128
0.7150887846946716,0.013582377694547176,0.271328866481781,0.7015064070001245,129
0.05647530406713486,0.0522119365632534,0.8913127779960632,0.0042633675038814545,130
0.894268810749054,0.008821133524179459,0.09691008925437927,0.8854476772248745,131
0.15031540393829346,0.11989238113164902,0.7297921776771545,0.03042302280664444,132
0.01686754822731018,0.9189536571502686,0.06417884677648544,-0.9020861089229584,133
0.14384391903877258,0.6689721345901489,0.18718397617340088,-0.5251282155513763,134
0.5527763962745667,0.1818968951702118,0.26532673835754395,0.37087950110435486,135
0.04813089221715927,0.07342778146266937,0.878441333770752,-0.0252968892455101,136
0.012421726249158382,0.9644762277603149,0.023102059960365295,-0.9520545015111566,137
0.08030200749635696,0.01350452657788992,0.9061934351921082,0.06679748091846704,138
0.20381684601306915,0.26772579550743103,0.5284574031829834,-0.06390894949436188,139
0.016573842614889145,0.9162793755531311,0.06714683026075363,-0.899705532938242,140
0.8526296019554138,0.11165160685777664,0.035718854516744614,0.7409779950976372,141
0.030774449929594994,0.2695877254009247,0.6996378302574158,-0.2388132754713297,142
0.06571005284786224,0.01597750559449196,0.9183124303817749,0.049732547253370285,143
0.7305867075920105,0.018513670191168785,0.25089970231056213,0.7120730374008417,144
0.6963629722595215,0.013964211568236351,0.2896727919578552,0.6823987606912851,145
0.2022935003042221,0.015689771622419357,0.7820166945457458,0.18660372868180275,146
0.07648278027772903,0.026468820869922638,0.8970483541488647,0.050013959407806396,147
0.17225462198257446,0.4627932608127594,0.36495208740234375,-0.29053863883018494,148
0.12564995884895325,0.013012457638978958,0.8613376021385193,0.11263750120997429,149
0.08635971695184708,0.01802016608417034,0.8956201076507568,0.06833955086767673,150
0.14927907288074493,0.03641197830438614,0.8143088817596436,0.1128670945763588,151
0.41046884655952454,0.014915923587977886,0.5746152400970459,0.39555292297154665,152
0.06664638966321945,0.024529017508029938,0.9088245630264282,0.042117372155189514,153
0.2567802965641022,0.011474870145320892,0.7317448258399963,0.24530542641878128,154
0.12063102424144745,0.021357711404561996,0.8580112457275391,0.09927331283688545,155
0.056429602205753326,0.013930324465036392,0.9296400547027588,0.042499277740716934,156
0.9468838572502136,0.022731756791472435,0.03038427233695984,0.9241521004587412,157
0.04124102741479874,0.254881888628006,0.7038770914077759,-0.21364086121320724,158
0.047693900763988495,0.02577967382967472,0.9265264272689819,0.021914226934313774,159
0.0393611416220665,0.023400651291012764,0.9372382164001465,0.015960490331053734,160
0.047064848244190216,0.01949353888630867,0.9334415793418884,0.027571309357881546,161
0.01784602552652359,0.5438398122787476,0.43831419944763184,-0.525993786752224,162
0.4634874165058136,0.16067709028720856,0.37583547830581665,0.30281032621860504,163
0.045711081475019455,0.02854769676923752,0.9257412552833557,0.017163384705781937,164
0.031228529289364815,0.919920027256012,0.04885150119662285,-0.8886914979666471,165
0.030671579763293266,0.3905585706233978,0.578769862651825,-0.35988699086010456,166
0.21952782571315765,0.029904091730713844,0.7505680918693542,0.1896237339824438,167
0.1254715621471405,0.7579017877578735,0.11662662029266357,-0.632430225610733,168
0.17330196499824524,0.08735720813274384,0.7393407821655273,0.0859447568655014,169
0.18009309470653534,0.03819284588098526,0.7817140817642212,0.14190024882555008,170
0.0888012945652008,0.1974802315235138,0.7137184739112854,-0.10867893695831299,171
0.07502511888742447,0.013348327949643135,0.9116265773773193,0.061676790937781334,172
0.9252132773399353,0.008899334818124771,0.0658874362707138,0.9163139425218105,173
0.03532404452562332,0.058122534304857254,0.9065533876419067,-0.022798489779233932,174
0.03287629783153534,0.03233034908771515,0.9347932934761047,0.0005459487438201904,175
0.9453761577606201,0.024740219116210938,0.029883667826652527,0.9206359386444092,176
0.128000408411026,0.021323390305042267,0.8506761789321899,0.10667701810598373,177
0.9298198819160461,0.01335428562015295,0.056825898587703705,0.9164655962958932,178
0.28410518169403076,0.03642767295241356,0.6794672012329102,0.2476775087416172,179
0.8421703577041626,0.0349796898663044,0.12284998595714569,0.8071906678378582,180
0.9434234499931335,0.03148132190108299,0.025095270946621895,0.9119421280920506,181
0.7832543849945068,0.11143119633197784,0.10531437397003174,0.671823188662529,182
0.8399391770362854,0.10487699508666992,0.05518389493227005,0.7350621819496155,183
0.6861072778701782,0.0184115469455719,0.2954811751842499,0.6676957309246063,184
0.7523354291915894,0.02633032761514187,0.22133417427539825,0.7260051015764475,185
0.9097093343734741,0.054421041160821915,0.03586963564157486,0.8552882932126522,186
0.17399698495864868,0.011646246537566185,0.8143567442893982,0.1623507384210825,187
0.053618431091308594,0.09261982142925262,0.8537617325782776,-0.03900139033794403,188
0.690299928188324,0.23953552544116974,0.0701645240187645,0.45076440274715424,189
0.04701618850231171,0.867106556892395,0.08587734401226044,-0.8200903683900833,190
0.1199476569890976,0.021934814751148224,0.8581175804138184,0.09801284223794937,191
0.8644803762435913,0.06870630383491516,0.0668134093284607,0.7957740724086761,192
0.8050475120544434,0.011610574088990688,0.18334199488162994,0.7934369379654527,193
0.1433405727148056,0.01306942105293274,0.8435899615287781,0.13027115166187286,194
0.4708954989910126,0.10732331871986389,0.42178115248680115,0.3635721802711487,195
0.30104413628578186,0.6580686569213867,0.04088720306754112,-0.35702452063560486,196
0.04902506247162819,0.029723571613430977,0.9212513566017151,0.019301490858197212,197
